No such comm: 07576e98f3f0426a87e5db87625c2300
No such comm: 3964b278ef89443d91377a365d4908da
No such comm: f85fb7e6c290476c8c596ca753aa030e
No such comm: 6a1cf45524ff4c9ba29fb97af478939b
No such comm: bd25d8454b914f33ac878da935bdfcd0
No such comm: 4d13fac7b5f146e289a53440aba4ed79
No such comm: ca1978c388774b77b5b0710df2d59a5e
No such comm: b0cf3f71452240928c9ace6c47621778
No such comm: f3b7acbcffeb48a2a0910d948b0e94b3
No such comm: d3cabbd0347847f0b498515ebfdaf463
No such comm: 8e301a0f40274302be8ecf74c1f77e27
No such comm: 4e4e641e41ca41fe947434d0681caf5c
No such comm: ecd3746829c141e7b02e8a384717910f
No such comm: 1ccb06c2a3a14ed69314e9cd744df947
No such comm: b81f8d53876847e8a9bc624c4eb8b54b
No such comm: 581b9611263b4b3a9be1e74fb69efc0c
device: cuda:0
70102
17526
410
137
Epoch: 1, train_Loss: 1.5756094936917469, val_Loss: 1.415251651819605
Epoch: 2, train_Loss: 1.5596253448870123, val_Loss: 1.4590814013550752
Epoch: 3, train_Loss: 1.557941717927049, val_Loss: 1.463206534403084
Epoch: 4, train_Loss: 1.5584924292273639, val_Loss: 1.4624835618220977
Epoch: 5, train_Loss: 1.5586940976177774, val_Loss: 1.4620608926689538
Epoch: 6, train_Loss: 1.558863015727299, val_Loss: 1.4618437346750803
Epoch: 7, train_Loss: 1.558930019634526, val_Loss: 1.4617079918401954
Epoch: 8, train_Loss: 1.5589760095607943, val_Loss: 1.4615665117319483
Epoch: 9, train_Loss: 1.5589979366558353, val_Loss: 1.4614952493758098
Epoch: 10, train_Loss: 1.5590191082256597, val_Loss: 1.4614506028864505
Epoch: 11, train_Loss: 1.5590338558685488, val_Loss: 1.4614085559427303
Epoch: 12, train_Loss: 1.5590392226126135, val_Loss: 1.4613854445680214
Epoch: 13, train_Loss: 1.5590445980793093, val_Loss: 1.4613553294300163
Epoch: 14, train_Loss: 1.5590586825114925, val_Loss: 1.461355081004818
Epoch: 15, train_Loss: 1.5590572463303078, val_Loss: 1.4613362933597425
Epoch: 16, train_Loss: 1.559057457854108, val_Loss: 1.4613365282977584
Epoch: 17, train_Loss: 1.5590641203449993, val_Loss: 1.461330628743137
Epoch: 18, train_Loss: 1.5590659680889873, val_Loss: 1.4613235031601286
Epoch: 19, train_Loss: 1.559067012042534, val_Loss: 1.461319328224572
Epoch: 20, train_Loss: 1.559070637167954, val_Loss: 1.4613248575342832
Epoch: 21, train_Loss: 1.5593910656324248, val_Loss: 1.4613229140748072
Epoch: 22, train_Loss: 1.559197519755945, val_Loss: 1.4613257172333933
Epoch: 23, train_Loss: 1.559068868363776, val_Loss: 1.4613225225114475
Epoch: 24, train_Loss: 1.5590672728491992, val_Loss: 1.461322767021012
Epoch: 25, train_Loss: 1.559066811131268, val_Loss: 1.46132066432577
Epoch: 26, train_Loss: 1.5590651145795495, val_Loss: 1.4613183458356092
Epoch: 27, train_Loss: 1.559064066700819, val_Loss: 1.461320663455629
Epoch: 28, train_Loss: 1.559061447440124, val_Loss: 1.4613196875927221
Epoch: 29, train_Loss: 1.5590590597652807, val_Loss: 1.4613201818326964
Epoch: 30, train_Loss: 1.559057684061004, val_Loss: 1.4613211711827856
Epoch: 31, train_Loss: 1.55905908302563, val_Loss: 1.461322767891153
Epoch: 32, train_Loss: 1.559056125908363, val_Loss: 1.461322396776102
Epoch: 33, train_Loss: 1.5590599628483377, val_Loss: 1.461322281482446
Epoch: 34, train_Loss: 1.5590563128634196, val_Loss: 1.461322767891153
Epoch: 35, train_Loss: 1.5590601442790613, val_Loss: 1.461322891016076
Epoch: 36, train_Loss: 1.5590571998096094, val_Loss: 1.461323139006204
Epoch: 37, train_Loss: 1.5590586748065018, val_Loss: 1.4613225225114475
Epoch: 38, train_Loss: 1.5590562147338216, val_Loss: 1.4613236310708262
Epoch: 39, train_Loss: 1.5590609120159615, val_Loss: 1.4613233865612614
Epoch: 40, train_Loss: 1.55905677152843, val_Loss: 1.4613237568061717
Epoch: 41, train_Loss: 1.5590608102519339, val_Loss: 1.4613235040302694
Epoch: 42, train_Loss: 1.5590564713245485, val_Loss: 1.4613235031601286
Epoch: 43, train_Loss: 1.5590421151824114, val_Loss: 1.4613237568061717
Epoch: 44, train_Loss: 1.559035064389066, val_Loss: 1.4613243680800834
Epoch: 45, train_Loss: 1.5590478184746532, val_Loss: 1.4613240004455956
Epoch: 46, train_Loss: 1.5590368661938645, val_Loss: 1.4613244885945842
Epoch: 47, train_Loss: 1.5590380927411522, val_Loss: 1.4613244885945842
Epoch: 48, train_Loss: 1.5590368621233033, val_Loss: 1.461324978048784
Epoch: 49, train_Loss: 1.5590386591306546, val_Loss: 1.4613247291885154
Epoch: 50, train_Loss: 1.559034707197329, val_Loss: 1.461324978048784
Epoch: 51, train_Loss: 1.5590457654580838, val_Loss: 1.461324978048784
Epoch: 52, train_Loss: 1.5578946942236365, val_Loss: 1.4614212517320675
Epoch: 53, train_Loss: 1.5497842596798408, val_Loss: 1.194640579014799
Epoch: 54, train_Loss: 1.552001089148405, val_Loss: 1.4603256735488446
Epoch: 55, train_Loss: 1.5594009416859325, val_Loss: 1.4594709951512135
Epoch: 56, train_Loss: 1.5595474014921886, val_Loss: 1.4590951539304136
Epoch: 57, train_Loss: 0.4555059244356504, val_Loss: 0.1002669556297525
Epoch: 58, train_Loss: 0.07695736649741487, val_Loss: 0.04637004976181218
Epoch: 59, train_Loss: 0.04891304049822615, val_Loss: 0.03550927920171814
Epoch: 60, train_Loss: 0.036253744463731606, val_Loss: 0.028088803899331685
Epoch: 61, train_Loss: 0.0290280573524353, val_Loss: 0.02152504701928718
Epoch: 62, train_Loss: 0.024897720476203575, val_Loss: 0.018454566897049437
Epoch: 63, train_Loss: 0.021915977348278208, val_Loss: 0.016390415867042804
Epoch: 64, train_Loss: 0.018984257441195772, val_Loss: 0.01519550812383094
Epoch: 65, train_Loss: 0.017085990779919596, val_Loss: 0.014914832655748311
Epoch: 66, train_Loss: 0.015511817239770076, val_Loss: 0.016056624207183394
