No such comm: d7d6a5bf558d4f4fbd95377b38b842d7
No such comm: 111576d29ccd4afb9cd1d1d6d9911733
No such comm: aa761e8025fe490eafd85e85a735fcef
No such comm: 962dc23375fd4130b6d8dbfcedb8beb6
No such comm: fa575305310b4d2c8a28e4eab20d2a1f
No such comm: 01353cc1536a454686144bc54a0007d8
No such comm: 7c2cec5d435a488496ad4518cf6bfd03
No such comm: 8a18ddc5b13d4f3db187088d9a69bc12
No such comm: f8cba4e2c2f9422089159a259954e82d
No such comm: 40f7df0b658b44eeab9c5fa809017db1
No such comm: be69c5fbd6e7463f914a937e9821abde
No such comm: 619e639a928a4f83b24f5413229f63cb
No such comm: 687785c699d2491d9590580c0edc4807
No such comm: 5c439b6a04864d77add42f570b6cbf0e
No such comm: 1ecdcf7f6f944f54b1bc27cee2b3dc3a
No such comm: e57711a682694fda812efff5345b99de
device: cuda:0
70102
17526
410
137
Epoch: 1, train_Loss: 83708.14516958842, val_Loss: 67482.5887602646
Epoch: 2, train_Loss: 57927.61097560976, val_Loss: 45784.16614393248
Epoch: 3, train_Loss: 39123.22306116616, val_Loss: 30062.818758553833
Epoch: 4, train_Loss: 25517.16250476372, val_Loss: 18826.589665545165
Epoch: 5, train_Loss: 16083.691101371951, val_Loss: 11452.05115191606
Epoch: 6, train_Loss: 10047.200172684832, val_Loss: 6936.945243000114
Epoch: 7, train_Loss: 6466.920461961699, val_Loss: 4441.446978715215
Epoch: 8, train_Loss: 4567.065444871856, val_Loss: 3250.3826565707686
Epoch: 9, train_Loss: 3701.038416420541, val_Loss: 2791.6001395343865
Epoch: 10, train_Loss: 3380.0246611804496, val_Loss: 2667.509691669993
Epoch: 11, train_Loss: 3291.3856082078887, val_Loss: 2655.848408274407
Epoch: 12, train_Loss: 3276.960495367283, val_Loss: 2665.3602134537523
Epoch: 13, train_Loss: 3277.7752206197597, val_Loss: 2672.7234109474794
Epoch: 14, train_Loss: 3279.2162639338794, val_Loss: 2676.7766532062615
Epoch: 15, train_Loss: 3279.650965844131, val_Loss: 2679.366126290203
Epoch: 16, train_Loss: 3279.470318156917, val_Loss: 2681.333054145757
Epoch: 17, train_Loss: 3278.942096691597, val_Loss: 2682.796009815522
Epoch: 18, train_Loss: 3278.1709800161966, val_Loss: 2683.7294627837023
Epoch: 19, train_Loss: 3277.245011790206, val_Loss: 2684.180071531421
Epoch: 20, train_Loss: 3276.269163848133, val_Loss: 2684.2747259209627
Epoch: 21, train_Loss: 3275.343298339844, val_Loss: 2684.1625441947995
Epoch: 22, train_Loss: 3274.53649813024, val_Loss: 2683.9642244881957
Epoch: 23, train_Loss: 3273.8800703839556, val_Loss: 2683.753742301551
Epoch: 24, train_Loss: 3273.371233981993, val_Loss: 2683.5695515653515
Epoch: 25, train_Loss: 3272.992045481612, val_Loss: 2683.419537843579
Epoch: 26, train_Loss: 3272.7166292516195, val_Loss: 2683.307692033531
Epoch: 27, train_Loss: 3272.520967511433, val_Loss: 2683.223718350821
Epoch: 28, train_Loss: 3272.382891696837, val_Loss: 2683.1664923229355
Epoch: 29, train_Loss: 3272.2872493092605, val_Loss: 2683.1242720332457
Epoch: 30, train_Loss: 3272.2206141029915, val_Loss: 2683.0966975079837
Epoch: 31, train_Loss: 3272.1755933808117, val_Loss: 2683.0759099138913
Epoch: 32, train_Loss: 3272.1443933998667, val_Loss: 2683.061972513686
Epoch: 33, train_Loss: 3272.1234613185975, val_Loss: 2683.0525784457686
Epoch: 34, train_Loss: 3272.1081132097943, val_Loss: 2683.046072187215
Epoch: 35, train_Loss: 3272.09885343226, val_Loss: 2683.0418647710426
Epoch: 36, train_Loss: 3272.0915944169205, val_Loss: 2683.0386258981525
Epoch: 37, train_Loss: 3272.0869801591084, val_Loss: 2683.036352895472
Epoch: 38, train_Loss: 3272.0836524032966, val_Loss: 2683.0350502181227
Epoch: 39, train_Loss: 3272.0820246998856, val_Loss: 2683.0350502181227
Epoch: 40, train_Loss: 3272.0805461604423, val_Loss: 2683.034414026859
Epoch: 41, train_Loss: 3272.079273354135, val_Loss: 2683.033775162523
Epoch: 42, train_Loss: 3272.078701410061, val_Loss: 2683.033775162523
Epoch: 43, train_Loss: 3272.0784581626335, val_Loss: 2683.033775162523
Epoch: 44, train_Loss: 3272.078359613186, val_Loss: 2683.033775162523
Epoch: 45, train_Loss: 3272.0779407036016, val_Loss: 2683.033775162523
