No such comm: 9e27524dd19240a6bbe9f9a48904d4ee
No such comm: 9048f91556de422580d81a1012b27d38
No such comm: 307da81304b142428809b6edd1b01680
No such comm: 3c7a6c782920423c9b859560fea3020c
No such comm: e9fffe6cf3464f08907f8819d2c5e571
No such comm: f686e2ef11594b28bdcedde4c53df5ff
No such comm: f44cfdb92a7143d9ae46bb68e19dbe64
No such comm: 269e8ad2e5264ffcb8ed782fed59f740
No such comm: c0f923f8d4924188ae87bfb50bcffe24
No such comm: 7c4ee2c606574fc1a5d55445aa05c2a3
No such comm: 49e524c8127b48c9b2011502c7d10e09
No such comm: a42249d49053476a806b797c2f44bc4f
No such comm: 22bb9e61ff30481b9a9a1ba4706e06cf
No such comm: 4a31262a57af4a50aa17fc3f947e5055
No such comm: b82ac033ca7c495bb5971997bed30c87
No such comm: a833e4ea883342c6adc08c91122e3aae
device: cuda:0
70102
17526
410
137
Epoch: 1, train_Loss: 1.844337011255869, val_Loss: 1.7459869045410714
Epoch: 2, train_Loss: 1.7920730773995561, val_Loss: 1.720495245317473
Epoch: 3, train_Loss: 1.7915932762913587, val_Loss: 1.7177845004701267
Epoch: 4, train_Loss: 1.791711446570187, val_Loss: 1.7186597898928788
Epoch: 5, train_Loss: 1.7924314208147003, val_Loss: 1.7210724797562091
Epoch: 6, train_Loss: 1.7931906115718004, val_Loss: 1.7228009974869498
Epoch: 7, train_Loss: 1.7939397336506262, val_Loss: 1.7229088623158253
Epoch: 8, train_Loss: 1.7944581499913843, val_Loss: 1.7227522186989332
Epoch: 9, train_Loss: 1.7947192253136053, val_Loss: 1.7226020110784657
Epoch: 10, train_Loss: 1.794861018512307, val_Loss: 1.7224797406335817
Epoch: 11, train_Loss: 1.794945876191302, val_Loss: 1.722396171005973
Epoch: 12, train_Loss: 1.7950148905195842, val_Loss: 1.7223387290961552
Epoch: 13, train_Loss: 1.7950524335954248, val_Loss: 1.722296375427803
Epoch: 14, train_Loss: 1.7950796687021489, val_Loss: 1.7222697530349675
Epoch: 15, train_Loss: 1.795100742142375, val_Loss: 1.7222400590451095
Epoch: 16, train_Loss: 1.795113268131163, val_Loss: 1.7222287198052788
Epoch: 17, train_Loss: 1.795127191340051, val_Loss: 1.7222145630495391
Epoch: 18, train_Loss: 1.7951324813249634, val_Loss: 1.722206164450541
Epoch: 19, train_Loss: 1.7951369474573833, val_Loss: 1.7221993760470926
Epoch: 20, train_Loss: 1.7951428675070042, val_Loss: 1.7221945880973426
Epoch: 21, train_Loss: 1.7951429449930423, val_Loss: 1.7221916274432718
Epoch: 22, train_Loss: 1.7951447002771423, val_Loss: 1.7221906363529011
Epoch: 23, train_Loss: 1.7951464215429818, val_Loss: 1.7221878993250157
Epoch: 24, train_Loss: 1.7951473113967151, val_Loss: 1.7221867777135251
Epoch: 25, train_Loss: 1.7951487814507834, val_Loss: 1.7221851818752985
Epoch: 26, train_Loss: 1.7951492094412083, val_Loss: 1.7221848412151755
Epoch: 27, train_Loss: 1.7951498066506735, val_Loss: 1.7221836800122783
Epoch: 28, train_Loss: 1.7951496505155795, val_Loss: 1.722183553406792
Epoch: 29, train_Loss: 1.7951499421422075, val_Loss: 1.7221831135506178
Epoch: 30, train_Loss: 1.7951501914640753, val_Loss: 1.7221827515720451
Epoch: 31, train_Loss: 1.7951504409313201, val_Loss: 1.7221824726919188
Epoch: 32, train_Loss: 1.7951507117690109, val_Loss: 1.7221822434098182
Epoch: 33, train_Loss: 1.7951507107513707, val_Loss: 1.7221821716232022
Epoch: 34, train_Loss: 1.7951507502939643, val_Loss: 1.722181904925047
Epoch: 35, train_Loss: 1.7951507934709874, val_Loss: 1.7221817452542103
Epoch: 36, train_Loss: 1.7951508482781853, val_Loss: 1.7221816108174568
Epoch: 37, train_Loss: 1.7951507017379853, val_Loss: 1.7221816786884392
